indice_1,indice_2,similitud,texto_1,texto_2
12,790,0.9781341153630048,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
14,1672,0.9864666309224714,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle..."
20,2290,0.9819752963286362,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
21,1104,0.9613914531322432,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
25,484,0.8008071129286686,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
25,731,0.8008141978264828,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...
25,1077,0.8008071129286686,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...
25,1840,0.8108717569996884,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...
25,2467,0.812762609309015,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
27,2808,0.9850151940141668,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s..."
35,2373,0.9791332440943542,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s..."
36,3959,0.9792065284169783,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
38,434,0.9999999999999997,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...
40,1811,0.9838630518539062,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
43,2084,1.0,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...
46,104,1.0000000000000009,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...
48,154,0.8186153819315596,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
48,648,0.8006679003653149,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
48,742,0.8074779333364608,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
48,1035,0.8038547506119821,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
48,1177,0.8163100412087919,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
48,1792,0.8186153819315596,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
50,1000,0.9571156007112217,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
63,3500,0.9605887655057799,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
64,280,0.958088578699453,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
70,153,0.9857832910076118,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...",Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
72,694,0.9846746404573543,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r..."
74,3097,0.9583685204629038,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná...",La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
87,170,0.9828120735442134,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
88,4508,0.981035202656584,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
94,1474,0.9828121356075968,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
103,485,0.9838347785543096,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...","La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
108,633,0.9641594153294638,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ...",Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
110,2101,0.9842319670707405,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...",No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
118,1805,0.9852294482583539,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...",La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
131,875,1.0000000000000007,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...","Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s..."
132,1930,0.9673629031605612,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle..."
139,1640,0.9823324873588959,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s..."
143,459,0.9849074384692343,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...
144,1057,0.9818323871426687,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
148,717,0.9865870309754543,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
150,211,0.9650452775597891,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...",Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
151,2676,0.9841420392957708,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...
154,1792,1.000000000000002,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
156,3419,1.0,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
161,1409,0.9660921774263836,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
163,1683,0.9812005550981402,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
180,1495,0.9856642480130872,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
188,648,0.9819913416567067,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
197,1386,0.9806347985186634,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
198,933,0.9872783466892907,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
204,990,0.9878443039924508,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
209,673,0.9853679994636106,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
215,411,0.9843390535891843,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
216,1893,1.0000000000000009,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...
224,2254,0.9705743509165597,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...
230,4266,0.9999999999999999,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...
231,444,0.999999999999999,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber..."
239,2348,0.9587418044673589,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
241,328,0.9640591262922855,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná...",La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
249,905,0.980716697202389,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
266,1069,0.9789123233616859,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
268,636,0.962801314659931,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
281,1817,0.9687143524075861,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
288,577,0.9999999999999973,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...",Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
312,1546,0.9847079554819612,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...",La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
325,4120,0.9824341036840667,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
329,1783,0.9765553517313009,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ...",El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
342,440,0.9639493996944275,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
344,1466,0.9839369585602493,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...
354,3317,0.9764583262828607,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
364,1327,0.9828331269239512,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
370,482,0.9628385143295753,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ...","La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r..."
382,2607,0.9857382538048032,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
389,2350,0.9572876442784514,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
392,499,0.9817137083811817,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle..."
407,1284,1.0,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber..."
408,680,0.9573039727220279,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...",Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
424,1877,0.9839952179163365,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
428,3409,0.9827128211281994,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...",La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
431,532,0.9835492457140051,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
435,1826,1.0000000000000002,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s..."
436,2921,0.9999999999999999,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber..."
437,1039,0.9825072265967034,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
451,946,1.0,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...
452,2495,0.9553825062283063,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná...",Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
457,3913,0.9751028165663942,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
473,1118,0.9782920969198087,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ...",No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
484,1077,0.9999999999999969,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...
502,1841,1.0,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...",El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
