indice_1,indice_2,similitud,texto_1,texto_2
515,2250,1.0000000000000002,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
519,1706,0.9999999999999977,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s...",Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...
527,693,0.9664611440481968,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...","La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle..."
545,1253,0.9668165535937346,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle..."
547,2180,0.9842648276310594,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná...",Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
548,3417,0.982684512928788,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...
553,2214,1.0,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...
562,1732,0.9672767752223524,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
576,1196,0.9794508805127025,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...",Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
581,1010,1.0000000000000024,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
586,1344,0.9641478666416865,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
589,812,1.0000000000000007,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
609,1766,0.9845434302568948,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s...",La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
610,3941,0.9636289496853861,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
640,4372,0.9642266975215995,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
652,670,0.9681109661417295,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...",La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
658,1847,0.9870665391037681,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r..."
664,791,0.9819824035211804,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r..."
681,1537,0.9785124949655999,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...
695,1530,0.9837684613701732,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
697,4469,0.9848946056729952,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
709,3498,0.9831342374592577,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...",¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...
711,1296,0.9650061683769134,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
718,3518,0.9821119568226643,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...
731,2467,0.9852990143177349,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
737,1437,0.9845232491307451,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...","Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber..."
739,775,0.9658787772575409,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná...",Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
740,1098,0.9999999999999997,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s..."
742,1035,0.9641997692659542,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
745,889,0.9789567004867865,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
761,1164,0.9831035501415483,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...",El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
762,1267,0.9623489986426718,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...",Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
772,1191,0.9825501225380596,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s...",La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
810,3290,0.9846868962229773,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...",El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
854,2405,0.9732559617476099,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
861,995,0.9691437356431695,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...",La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
870,1714,0.9791049302492832,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
883,1177,0.9795382538181547,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
899,1860,0.9701285934425766,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r..."
922,1958,0.9999999999999998,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s..."
932,1763,0.9519470046840732,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
939,3053,0.9752359949852797,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...
941,1471,0.9823306663365423,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber...",Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...
956,1115,0.9643685671510975,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
962,1278,1.0,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
996,2398,0.9605162306564732,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ...","La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
1011,2723,0.965188155078811,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
1026,2358,0.9758886259609091,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber..."
1034,1248,0.9875767618955366,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
1056,2992,0.9742739586563847,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...
1082,4911,0.9622159897976177,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...",La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...
1099,1464,0.9757465605606978,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s...",Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
1106,2949,0.9636959478427007,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
1126,1302,0.985770223246846,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber..."
1129,1835,0.9505373436155342,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ...",Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
1132,1793,1.0000000000000002,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
1142,1238,0.966771858187107,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...",La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
1143,2774,0.9830837563024464,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
1145,1503,0.9834689674382636,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná...","Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s..."
1222,4876,0.9708074869962732,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
1292,1548,0.983916843836366,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...
1346,2783,0.9999999999999972,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
1393,1458,0.986248993716694,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
1415,2439,1.0000000000000007,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s...",A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...
1440,2202,0.9811656305674573,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
1446,2342,0.961826798150925,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
1472,2418,0.9852003589349243,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s...",La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
1473,4243,1.0,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...
1524,2829,0.9834807109284437,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle..."
1558,2012,0.9561412038305643,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...",Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
1644,2496,0.9656921618229438,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle..."
1660,2775,0.986359443054369,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
1708,1905,0.9687188180389449,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qu...
1717,2435,1.0000000000000004,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
1718,2995,0.9663977139669164,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...","La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
1796,1866,0.9500273415878424,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
1830,2494,1.0000000000000004,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad...
1916,2918,0.9856173241855647,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...
1937,2000,0.9774192250994903,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado...
1951,3268,0.9698015179223695,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sig...,La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sól...
2135,4913,0.9803118976324355,"Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede s...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ..."
2160,4428,0.9748489961020623,"Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de ...",Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia ...
2261,2901,0.9848639069308054,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r...","Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi liber..."
2296,2928,0.9836049542193901,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar prof...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vi...
2355,4892,0.9761145387202813,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones h...
2397,2956,0.9851178849530201,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra c...,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r..."
2563,2611,0.9617690507836105,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle..."
2572,3065,0.9835551659955092,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nun...,"La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese r..."
2854,3749,0.9636165593407388,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la refle...","La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en diná..."
3435,4096,0.9999999999999996,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pa...
3817,4166,0.9815045458402553,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestr...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido c...
